timestamp,x (g),y (g),z (g),magnitude,in_out_mouth_bool
2025-07-10 10:14:31.909652710,14.29282336022146,-5.570878801310675,5.735522624366078,16.377,1.0
2025-07-10 10:14:34.128631591,10.096545306648293,1.9427622649121594,5.834008283575857,11.822,1.0
2025-07-10 10:15:26.378067017,5.6733867046375694,5.761335694124008,9.826980478216814,12.726,1.0
2025-07-10 10:16:58.443344116,3.347224158088542,2.697086624246274,16.304926714855863,16.862,1.0
2025-07-10 10:17:02.145523071,8.58602764831023,-0.714723601888977,-7.079172860960183,11.151,1.0
2025-07-10 10:17:13.171295166,-4.543538364087016,2.18960513846114,11.532730746518538,12.587,1.0
2025-07-10 10:17:41.785263062,10.78140439690226,0.6284260857049043,3.3229468676556126,11.299,1.0
2025-07-10 10:17:52.190505981,-17.04994281278851,0.768519831631641,6.788795426953911,18.368,1.0
2025-07-10 10:18:32.561309814,5.371817728386202,8.773098420617169,20.894933199107395,23.29,1.0
2025-07-10 10:20:33.187423706,-0.24344845636937087,4.318833121909087,11.244913130575638,12.048,1.0
2025-07-10 10:20:43.160011292,6.847158972362889,4.476326084751564,12.501611287756598,14.94,1.0
2025-07-10 10:22:54.146381378,15.289320835235818,3.0120220208121777,5.185588755711983,16.423,1.0
2025-07-10 10:22:54.352859497,-12.477877834498742,3.6477833105990327,12.892969544144602,18.309,1.0
2025-07-10 10:23:08.652923584,0.7737222331228049,10.208648101184512,31.33975085816978,32.97,1.0
2025-07-10 10:23:11.339401245,-5.871893760346727,-0.13094805799477333,9.272728577571362,10.976,1.0
2025-07-10 10:23:22.113235474,11.329970836899415,5.588168160098515,0.07622630431810713,12.633,1.0
2025-07-10 10:23:26.234252930,10.094141326987197,-0.6968222920950793,8.127145782133388,12.978,1.0
2025-07-10 10:24:41.757049561,18.37442333702682,1.7335079398486128,8.351337213536892,20.258,1.0
2025-07-10 10:24:42.425992966,3.6011950776141783,-9.69880737761289,4.025898590989245,11.102,1.0
2025-07-10 10:32:55.593318939,8.497371217517655,-1.2121039552612718,7.220324396683472,11.216,1.0
2025-07-10 10:32:57.069625854,16.66635197819682,-2.076513004841005,6.200379139986629,17.903,1.0
2025-07-10 10:33:03.580047607,-11.932313431798745,-2.252166044731095,5.059379237838928,13.155,1.0
2025-07-10 10:34:49.317565918,0.07913073798792646,8.02879048498898,-6.358989988548175,10.242,1.0
2025-07-10 10:35:02.267425537,20.58606905879674,-3.4893779256581774,6.760193148008503,21.947,1.0
2025-07-10 10:35:10.281681061,2.1376123486107512,-26.750218276007246,-5.472041815724266,27.388,1.0
2025-07-10 10:35:10.662578583,-13.226724693686705,43.49954031277722,4.431893890255994,45.681,1.0
2025-07-10 10:35:21.744125366,-9.302170197953881,2.097140808477826,3.4533560542920667,10.142,1.0
2025-07-10 10:36:07.069229126,10.302116702225998,0.36397501816949446,3.8326349473781978,10.998,1.0
2025-07-10 10:36:51.361770630,-19.136878988988546,3.2304962248379425,7.036451712483838,20.644,1.0
2025-07-10 10:36:57.474752426,-9.355670318230914,2.6850662468909565,16.78035119258176,19.399,1.0
2025-07-10 10:38:23.911666870,6.466199038464013,3.4849074536553224,13.640456591860284,15.493,1.0
2025-07-10 10:39:12.245437622,-5.798975159647151,-2.568854083647941,8.04341816609833,10.243,1.0
2025-07-10 10:39:16.073120117,12.599039219069391,-1.2539425888532092,2.7223689573993335,12.951,1.0
2025-07-10 10:40:15.339691162,1.6080451853725872,4.456854361546331,24.311506697071774,24.769,1.0
2025-07-10 10:40:16.325387955,3.3992686016828335,-3.9761925997134138,11.360458414324553,12.507,1.0
2025-07-10 10:40:43.521926880,5.575923271813655,-7.9359612287188925,-3.1986622271064333,10.213,1.0
2025-07-10 10:40:47.666259766,-7.959676440667935,-2.8759562456710017,-6.956206770421782,10.955,1.0
2025-07-10 10:41:30.621215820,-22.40543679084774,-3.4541950212419916,-3.9241563381896154,23.007,1.0
2025-07-10 10:41:37.101791382,-26.644365379359733,-4.348047768259626,12.306051321854197,29.669,1.0
2025-07-10 10:42:20.931446075,11.709722295092515,0.5418346368441279,-0.6162856465384693,11.738,1.0
2025-07-10 10:42:25.177825928,21.965573751056898,-12.450866249459136,7.440139341770409,26.322,1.0
2025-07-10 10:42:59.674564362,11.737584724524245,-3.9907918453013562,-0.7136604809651278,12.418,1.0
2025-07-10 10:43:04.963542938,-9.003082866612667,-6.316401092248704,-2.449091696679578,11.267,1.0
